1.0000 3.9195e+08 4.7714e+07 1.0275e+09 7.6364e+07 1.0118e+09 3.1490e+08 4.7450e+08 2.7808e+08 5.0582e+08
1.1000 4.0848e+08 4.4360e+07 1.0503e+09 7.2627e+07 1.0325e+09 3.2332e+08 5.0849e+08 2.9652e+08 5.2047e+08
1.2000 4.1815e+08 4.1811e+07 1.0550e+09 6.9330e+07 1.0355e+09 3.2747e+08 5.3111e+08 3.0983e+08 5.2649e+08
1.3000 4.2159e+08 4.0089e+07 1.0438e+09 6.6547e+07 1.0230e+09 3.2774e+08 5.4340e+08 3.1825e+08 5.2491e+08
1.4000 4.1916e+08 3.9119e+07 1.0191e+09 6.4308e+07 9.9755e+08 3.2445e+08 5.4531e+08 3.2149e+08 5.1681e+08
1.5000 4.1180e+08 3.8888e+07 9.8377e+08 6.2651e+07 9.6197e+08 3.1812e+08 5.3864e+08 3.2024e+08 5.0336e+08
1.6000 4.0044e+08 3.9656e+07 9.4029e+08 6.1907e+07 9.1870e+08 3.0928e+08 5.2526e+08 3.1528e+08 4.8564e+08
1.7000 3.8603e+08 4.1570e+07 8.9108e+08 6.2304e+07 8.7005e+08 2.9848e+08 5.0686e+08 3.0737e+08 4.6475e+08
1.8000 3.6942e+08 4.4497e+07 8.3832e+08 6.3763e+07 8.1811e+08 2.8621e+08 4.8485e+08 2.9714e+08 4.4167e+08
1.9000 3.5135e+08 4.8599e+07 7.8453e+08 6.6506e+07 7.6532e+08 2.7299e+08 4.6041e+08 2.8516e+08 4.1752e+08
2.0000 3.3239e+08 5.3457e+07 7.3079e+08 7.0124e+07 7.1271e+08 2.5914e+08 4.3449e+08 2.7194e+08 3.9285e+08
